,Unnamed: 0,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,description_len,company_age
210,210,i28 technologies corporation,Entry Level Data Scientist/AIML Engineer - 114009,"Marysville, MI","Interpret data, analyze results using Mathematical and satistical techniques.
Design, develop and implement data processing and analytics platform using Python
Develop predictive /prescriptive systems
Problem solving, improving data quality
Implement databases, data collection systems, data analytics
Identify, analyze, and interpret trends or patterns in data sets
Analytical and problem-solving skills
Job Type: Full-time
Salary: $55,000.00 - $60,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Work Location: One location
Show Less",57500.0,1 to 50 Employees,Company - Private,Financial Services,Accounting & Tax,,Less than $1 million (USD),0,4.2,1,0,0,0,0,0,data scientist,junior,70,
211,211,Boston Scientific Corporation,Senior Data Scientist,"Marlborough, MA","Senior Data Scientist
Boston Scientific's hybrid workplace includes remote and onsite roles. By applying to this position, you will have the opportunity to discuss your preferred working location with your Talent Acquisition Specialist.
Remote Eligible: Hybrid
Onsite Location(s): Marlborough, MA, US, 01752
Additional Location(s): US-MN-Arden Hills; US-MN-Maple Grove; US-MN-Minnetonka
Diversity - Innovation - Caring - Global Collaboration - Winning Spirit - High Performance
At Boston Scientific, we’ll give you the opportunity to harness all that’s within you by working in teams of diverse and high-performing employees, tackling some of the most important health industry challenges. With access to the latest tools, information and training, we’ll help you in advancing your skills and career. Here, you’ll be supported in progressing – whatever your ambitions.

About the Role:
This is a great opportunity to join the Global Technology Partnerships team to deliver high impact technologies aligned with the needs of Boston Scientific. We are looking for a highly-motivated Senior Data Scientist with a broad data science skillset, responsible for identifying, developing and operationalizing machine learning algorithms to solve significant business and healthcare challenges ranging from improving operational efficiency to developing new medical device features.

Your responsibilities will include:
Applies expertise in machine-learning, artificial intelligence, data management and mining, and information retrieval to design, prototype, integrate, and deliver useful analytical tools that drive business growth across BSC.
Develops best practices for analytics (models, standards, tools) and deployment to production environments.
Collaborates with Global Technology Partnerships team members, cross-functional stakeholders, and external partners at leading research institutions to identify, plan and execute on projects having large potential business impact.
Exhibits strong organization, leadership and mentorship over an AI Scholar program that aims to engage and develop data science talent across the company
Gathers voice of the customer and assesses business feasibility of proposed solutions.
Generates appropriate model validation and project documentation.
Develops and documents intellectual property

Required Qualifications
PhD in Computer Science, Biomedical Engineering or related field of study; or a MS with a minimum of 2 years of industry experience in Analytics; or a BS with a minimum of 5 years of industry experience in Analytics
Minimum 2 years of experience with Python and/or ""R""
Highly adaptable, flexible and willing to accept new ideas, processes, and procedures
Demonstrated record of cross-functional teamwork in a technically demanding environment
Excellent oral and written communication skills to communicate effectively with both technical and non-technical teams or individuals
Ability to work independently to plan and schedule activities necessary to meet timelines
Detail oriented, organized and perform to a high level of accuracy in all tasks

Preferred Qualifications
Experience with architecture of data systems and connectivity
Experience with cloud platforms, such as AWS, Google, or Azure
Experience in using SQL to query and manipulate large data sets for analysis
Experience working in lean-agile and ML Ops environments
Experience in leveraging data visualization tools like Tableau, Power BI, etc.
Experience with deep learning toolkits such as TensorFlow, PyTorch, Keras, etc.
Practical experience developing and deploying software, ideally in the healthcare industry
Experience with design thinking and voice of customer activities

Requisition ID: 545431

As a leader in medical science for more than 40 years, we are committed to solving the challenges that matter most – united by a deep caring for human life. Our mission to advance science for life is about transforming lives through innovative medical solutions that improve patient lives, create value for our customers, and support our employees and the communities in which we operate. Now more than ever, we have a responsibility to apply those values to everything we do – as a global business and as a global corporate citizen.

So, choosing a career with Boston Scientific (NYSE: BSX) isn’t just business, it’s personal. And if you’re a natural problem-solver with the imagination, determination, and spirit to make a meaningful difference to people worldwide, we encourage you to apply and look forward to connecting with you!

At Boston Scientific, we recognize that nurturing a diverse and inclusive workplace helps us be more innovative and it is important in our work of advancing science for life and improving patient health. That is why we stand for inclusion, equality, and opportunity for all. By embracing the richness of our unique backgrounds and perspectives, we create a better, more rewarding place for our employees to work and reflect the patients, customers, and communities we serve. Boston Scientific is proud to be an equal opportunity and affirmative action employer.

Boston Scientific maintains a drug-free workplace. Pursuant to Va. Code § 2.2-4312 (2000), Boston Scientific is providing notification that the unlawful manufacture, sale, distribution, dispensation, possession, or use of a controlled substance or marijuana is prohibited in the workplace and that violations will result in disciplinary action up to and including termination.

Please be advised that certain US based positions, including without limitation field sales and service positions that call on hospitals and/or health care centers, require acceptable proof of COVID-19 vaccination status. Candidates will be notified during the interview and selection process if the role(s) for which they have applied require proof of vaccination as a condition of employment. Boston Scientific continues to evaluate its policies and protocols regarding the COVID-19 vaccine and will comply with all applicable state and federal law and healthcare credentialing requirements. As employees of the Company, you will be expected to meet the ongoing requirements for your roles, including any new requirements, should the Company’s policies or protocols change with regard to COVID-19 vaccination.


Nearest Major Market: Boston
Job Segment: R&D Engineer, Research Scientist, Senior Scientist, R&D, Biomedical Engineering, Engineering, Science, Research
Apply Now: click Apply Now
Show Less",116444.0,10000+ Employees,Company - Public,Manufacturing,Health Care Products Manufacturing,1979.0,$10+ billion (USD),0,4.2,1,0,1,1,1,1,data scientist,Senior,685,43.0
212,212,Mican Technologies,Data Scientist(W2),Remote,"Data Scientist Remote Long Term Contract REQUIRED Skills; * Maintain and plan upgrades to the existing Data Science Infrastructure * Work with the Data Scientists to build ML pipelines * Act as one of the Admins. who helps Data Scientist and Analysts resolve their issues * Be instrumental in helping the Data Scientists and Analysts push their process and models to production while following company audit guidelines and best practices * Periodically help with maintaining and updating some internal Data Science packages in Python / R * Requires experience with Object oriented programming such as Python or Java. and statistical packages – , 2 yr of R or Python. * Requires expert proficiency in SQL * Requires experience with visual analytical packages such as Tableau or Microsoft Power BI * Strong analytical and problem-solving skills * Experience in supporting large projects, and manage smaller projects in their entirety * Must have applied experience with advanced analytics e.g. predictive analytics models * Must have applied experience in Machine Learning * Experience in Big Data - e.g. Hadoop * Business Intelligence tool development * Other programming experience - Java, Perl, Python, UNIX/Linux scripting * Healthcare, medical, or pharmaceutical work experience * Experience with analysis around quality, consumer experience, and healthcare costs * Experience in consumer analytics * Experience in business analytics
Job Type: Contract
Salary: $60.00 - $65.00 per hour
Schedule:
8 hour shift
COVID-19 considerations:
Yes
Experience:
Python: 10 years (Preferred)
Machine learning: 10 years (Preferred)
Data science: 10 years (Preferred)
Work Location: Remote
Show Less",125000.0,,,,,,,1,,1,0,0,0,0,1,data scientist,na,190,
213,213,TikTok,"Data Scientist, University Graduate (Data Analysis TikTok)- 2023 Start (BS/MS)","Seattle, WA","Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Team Introduction
As a member of the Data Science and Product Analytics team, you will work with diverse and highly collaborative teams of product managers, engineers, and other data analysts to drive product impact. You will be working on exciting projects to provide the best user experiences to create, consume and enjoy content on TikTok. You will have the opportunity to define metrics and identify opportunities from one of the richest data sets in the world, and convert the insights into real changes for both new initiatives and scaled products. You are a self-starter who is excited about data, excels in product logic thinking, clear communication, and brings distinctive problem-solving skills and impeccable business judgment.

We are looking for talented individuals to join our team in 2023. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok.

Successful candidates must be able to commit to one of the following start dates below:
1. January 16, 2023
2. February 6, 2023
3. March 6, 2023
4. May 22, 2023
5. June 12, 2023
6. July 17, 2023
7. August 14, 2023
We will prioritize candidates who are able to commit to these start dates. Please state your availability and graduation date clearly in your resume.

Application deadline: February 15th, 2023
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities:
Develop comprehensive product metrics and quantitative measurement structure based on product stages and business purposes.
Design and implement reporting dashboards and the associated data pipeline to deliver insights and improve the workflows of internal teams.
Partner closely with key stakeholders to optimize overall product adoption and performance driven growth. Provide suggestions for improvements to align with the business goal.
Measure and visualize the effectiveness of product updates, conduct research and analysis on various business processes to identify business problems, and further provide optimization suggestions to improve operating efficiency.
Be creative and think outside of the box to bring innovative product solutions to our users.
Qualifications
Bachelor's or Master's degree in data analytics/ quantitative or related fields or equivalent practical experience.
Bachelor's or Master's degree in data analytics/ quantitative or related fields or equivalent practical experience.
Final year or recent graduate with a background in data analytics/ quantitative, or a related technical discipline.
Experience with one of the programming languages: SQL, R, Python.
Ability to conduct rigorous analysis and communicate conclusions to both technical and non-technical audiences.
Understanding of data modeling and statistical analysis techniques, including: hypothesis testing, model evaluation, and common regression and classification algorithms.
Solid communication and collaboration skills with the ability to work effectively with internal teams in a cross-cultural and cross-functional environment.
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
Preferred Qualifications:
Demonstrated data science or product analysis experience from previous internship, work experience, etc. Product management experience is a plus.
Demonstrated experience handling terabyte size datasets, applying statistics and machine learning techniques and algorithms, using visualization tools to present data.
Demonstrated success in leading data-driven projects from definition to execution, from defining metrics to communicating actionable insights.
Understanding of deep learning, or distributed computing (Hive/Hadoop).
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at Accommodations-AMS@tiktok.com.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.
Start your job application: click Apply Now
Show Less",123790.0,1001 to 5000 Employees,Company - Private,Information Technology,Internet & Web Services,2016.0,Unknown / Non-Applicable,0,3.7,1,0,0,0,1,1,data scientist,Senior,613,6.0
214,214,Amazon.com Services LLC,NLP Data Scientist,"Pittsburgh, PA","* BA/BS in Linguistics, Computer Science, Computational Linguistics, Language Technologies * Experience with Machine Translation, Machine Learning, NLP, and/or corpus analysis * Scripting abilities in a language like Python * Excellent analytical, troubleshooting and problem-solving skills
Job summary
Amazon is looking for Natural Language Processing Data Scientists/Computational Linguists with experience in Machine Translation (MT) and/or Natural Language Processing (NLP) to help us expand our MT and NLP technology.

Amazon’s International Search team owns defining and delivering Amazon’s cutting-edge Search and Machine Translation initiatives to customers and cultures across multiple regions. We do this by developing our own customer-facing features, services and platforms based on customer needs, and through partnerships with Amazon technical teams.

You will work with the largest online retail search application in the world, both in terms of users, catalog size, and computing resources, and your work will directly impact millions of our customers. You will collaborate with recognized experts in business, science and engineering.

Our mission is to enable a superior experience for all of Amazon’s customers in their native language by developing and deploying state-of-the art technology and applications in Machine Translation (MT), Natural Language Processing (NLP) and Machine Learning (ML). The global scale of Amazon means true big data problems, big data opportunities, and building for global customers. Machine Translation allows Amazon to reach people in their preferred language. We are a team tackling the tough language problems that general-purpose MT cannot solve.

As part of our cross-functional MT research & development team, you will work on developing, deploying, maintaining, and supporting our fleet of Machine Translation engines, particularly focused on Search. You will experiment with training data manipulation, multi-arc systems, error analysis, evaluation techniques, and modeling innovations in the MT space. Your linguistic expertise will help guide the team’s work to smart approaches to a wide variety of languages. Your work will directly impact millions of our customers in the form of products and services that make use of our MT and NLP technology. You will gain hands-on experience with Amazon’s heterogeneous language data sources and large-scale computing resources to accelerate advances in MT and NLP.

Key job responsibilities
Drive linguistic and NLP exploration and innovation for MT improvements
Train and evaluate neural MT models
Analyze the accuracy and performance of MT models and drive testing techniques
Assist in deploying, maintaining, and supporting Amazon's fleet of dedicated MT systems in production
Design data-processing workflows to collect, analyze and prepare large natural language data sets
Conduct large-scale A/B testing of MT models for retail customers worldwide

* Good written and spoken communication skills * Experience using tools and systems for standard MT and NLP tasks, such as language modeling, named entity recognition, syntactic parsing, etc. * Formal or informal knowledge of linguistics and/or foreign languages Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
Start your job application: click Apply Now
Show Less",113710.0,10000+ Employees,Company - Public,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),0,3.8,1,0,0,0,1,1,data scientist,na,406,28.0
215,215,IBM,2023 Senior Data Scientist - IBM Consulting,"New York, NY","Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities

As a Data Scientist at IBM, you'll help transform clients' data into tangible business value by analyzing information, communicating outcomes, and collaborating on product development. In your role, you will be responsible for:
Implementing and validating predictive and prescriptive models, creating and maintaining statistical models with a focus on big data
Incorporating a variety of statistical and machine learning techniques
Writing programs to cleanse and integrate data in an efficient and reusable manner
Using leading edge and open-source tools such as Python, R, and TensorFlow, combined with IBM tools
Working in an Agile, collaborative environment and partnering with other data scientists, engineers, and consultants to bring analytical rigor and statistical methods to the challenges of predicting behaviors
Communicating with internal and external clients to understand and define business needs and appropriate modelling techniques to provide analytical solutions
Evaluating modelling results and communicating the results to technical and non-technical audiences
Note: Start dates for this role range from April 2023 - October 2023. We are unable to offer earlier start dates.

Required Technical and Professional Expertise
2+ years of relevant professional experience
Experience programming/scripting in a language such as Java or Python
Experience with statistical programming in a language such as R, Python, SAS, or Scala
Exposure to analytical software such as SAS, SPSS, or MATLAB
Strong interpersonal skills with ability to collaborate and work effectively with individuals

Preferred Technical and Professional Expertise
Exposure to Cloud – AWS, Azure, Google Could or IBM Cloud
Exposure or interest in Design Thinking and Agile development methodology

About Business Unit
IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.
This job requires you to provide your COVID-19 vaccination status with supporting documentation, where legally permissible.

Your Life @ IBM
Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
IBM offers a wide range of resources for eligible IBMers to thrive both inside and outside of work. In addition to a competitive benefits program consisting of medical and life insurance, retirement plans, and time off, eligible employees may also have access to:

12 weeks of paid parental bonding leave. Family care options are also available to support eligible employees during COVID-19.
World-class training and educational resources on our personalized, AI-driven learning platform. IBM's learning culture supports your restless attitude to grow your skills and build the depth and scale of knowledge needed to achieve your career goals.
Well-being programs to support mental and physical health.
Financial programs that empower you to plan, save, and manage your money (including expert financial counseling, 401(k), IBM stock discount, etc.).
Select educational reimbursement opportunities.
Diverse and inclusive employee resource groups where you can network and connect with IBMers across the globe.
Giving and volunteer programs to benefit charitable organizations and local communities.
Discounts on retail products, services, and experiences.

We consider qualified applicants with criminal histories, consistent with applicable law.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
Start your job application: click Apply Now
Show Less",114768.0,10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,1911.0,$10+ billion (USD),0,4.1,1,0,1,1,0,1,data scientist,Senior,657,111.0
216,216,Loon,"Data Scientist, Plant Biology","Mountain View, CA","X is Alphabet’s moonshot factory. We are a diverse group of inventors and entrepreneurs who build and launch technologies that aim to improve the lives of millions, even billions, of people. Our goal: 10x impact on the world’s most intractable problems, not just 10% improvement. We approach projects that have the aspiration and riskiness of research with the speed and ambition of a startup.
About the team:
You'll join a team at X that provides world-class computational support to the many different projects, ideas and experiments at the Moonshot Factory. You'll work directly with teams across X to share expert machine learning expertise, advice and hands-on implementation - from early concept through launch and supporting prototyping, experimentation, technical development and more.
About the role:
We are currently looking for a full-time person to provide critical expertise in computational biology methods and thinking. You will initially focus your time on an early stage project in computational plant biology, but will also have the opportunity to build new projects after your rotation with that team.
A special type of person will thrive at X: a learning machine who doesn’t fear a failed experiment. One who embraces iteration, scrappy experiments, and ambiguity. The team especially values self-starters with a team-oriented work style, the capability to navigate a complex set of goals and tasks, the willingness to be open and vulnerable with your teammates, and the ability to work hard under stressful conditions or tight timelines for limited periods.
How you will make 10x impact:
Work with ML researchers and other scientists deliver high quality data and analysis pertaining to biological systems.
Analyze diverse biological data sets, including sequencing-based (WGS, RNAseq, ATACseq, AMPseq, etc.), mass spectrometry-based (metabolomic, proteomic), and phenomic data from single cells, to whole plants, to whole plots, to whole fields.
Coordinate closely with wet-lab and field scientists to ensure data integrity and alignment between modeling and experimental efforts.
Build and maintain custom informatics pipelines.
Stay up-to-date with the latest developments in data science and be a center of knowledge, especially for the latest in bioinformatics tools.
Analyze and track bioinformatic pipeline capacity. Have a relentless focus on pipeline efficiency and throughput.
Analyze and track bioinformatic pipeline capacity. Have a relentless focus on pipeline efficiency and throughput.
Synthesize analysis and results to inform experimental design.
Participate in scientific discussions and present research outcomes to peers and management.
What you should have
Master’s Degree or PhD in mathematics, data science, computer science, statistics, computational biology or equivalent experience.
3+ years experience researching or working on data science, statistics, genomics, computational biology, machine learning or related disciplines.
Knowledge of statistical methods and applied machine learning.
Fluency in Python.
Experience working with biological data, with an emphasis on NGS.
Impact-driven.
Ability to be self directed, integrate diverse analyses, work in a cross-functional team, work effectively in unstructured, ambiguous environments, and bring creative, lateral thinking to the hardest problems.
Ability to synthesize information and communicate results effectively, to both technical and non-technical audiences.
Strong organizational skills, including a commitment to proper documentation.
Ability to work on-site at our offices in Mountain View, CA.
A commitment to personal growth, and to giving and receiving feedback.
It’d be great if you also had these
Experience/exposure to end-to-end industrial bioinformatics pipelines.
Familiarity with ML frameworks such as TensorFlow, PyTorch, or JAX.
Experience with bioinformatics tools such as Kallisto/Salmon, HiSat, GATK, and variant detectors
Understanding of molecular biology, field trial design, or population genetics.
Experience in the agriculture industry.
Experience working with any of the following: AWS, Docker, Git, Benchling, web development, Agile methodologies, microservices, APIs.
Experience with single-cell data.
At X, we don't just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. We are proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements.
If you have a disability or special need that requires accommodation, please contact us at: x-accommodation-request@x.team.
Show Less",110783.0,Unknown,Company - Private,,,,Unknown / Non-Applicable,0,4.7,1,0,0,1,0,1,data scientist,na,529,
217,217,AIVantage INC,Data Scientist,Remote,"Hi,
Good Afternoon. I am from HR department of Aivantage Inc. We have an opportunity for a Data Scientist. To move forward, we will need your following details ASAP - 1. Current Location
2. Current Salary
3. Work Authorization status - Citizen? Green Card? H1? Anything else?
4. Ready to relocate to Washington DC? Or work in a hybrid status? or totally remote?
It will be of great help if you can respond to this email with your most updated resume. We are looking to move forward quickly. Thanks much.
Job desription :
The scope of the services provided under this contract includes:
Information Technology, System Analysis, Modeling and Design.
Development (Prototyping), Testing, and Production Operations Support.
Artificial Intelligence (AI)/Machine Learning (ML)
More details:
Prototyping and documenting the use of Artificial Intelligence (AI)/Machine Learning (ML). as part of the technology assessments in coordination with the enterprise and other decennial data science initiatives.
Develop production solutions including implementation of prototyped and proven technology improvements such as AI/ML.
Leverage automation and machine learning as part of the integrated IT solutions to manage data, predict scenarios, and make recommendations.
Contribute to building new machine learning models, analytical tools, and packages across the enterprise and will be expected to collaborate with team members in a highly technical environment. * Assist in production operations and maintenance of the AI/ML solutions.
Knowledge: Demonstrated professional knowledge and implementation of the following:
o Python or R programming languages to build Machine Learning Models.
o Python and R packages used for Machine Learning algorithms.
o Statistical and machine learning techniques including supervised and unsupervised learning and natural language processing.
o Building data platforms for analyzing large amounts of data using analytical techniques.
Skills and capabilities:
o Data manipulation, analytic/business insight tools, and data visualization.
o Constructing and performing complex database search queries.
o Computer science concepts, data architecture, and statistics.
o Reporting and visualizing data using industry tools including Arc Tools, Tableau, Qlik or SharePoint.
o Ability to communicate technical findings to non-technical audiences
Job Type: Full-time
Salary: $70,000.00 - $160,000.00 per year
Schedule:
Day shift
Experience:
Python: 4 years (Preferred)
SQL: 4 years (Preferred)
Work Location: Remote
Show Less",115000.0,,,,,,,0,,1,0,0,0,0,1,data scientist,Senior,282,
218,218,Microsoft,Data & Applied Scientist,"Redmond, WA","Microsoft 365 is a key part of the company’s cloud strategy and overall mission of empowering people and organizations to achieve more. As part of the customer journey to the cloud there are times when they need to reach out to seek help from Microsoft and that’s where our team steps in to make sure that the customer support experience is best in class. Our team is responsible for the entire admin and support ecosystem starting from the Microsoft admin portal (https://admin.microsoft.com), support entry point experience, AI driven self-help, diagnostics and making sure telemetry is readily available to all of engineering to continuously drive product improvements. Our team is full of people who have truly embraced a growth mindset, is not afraid to make mistakes, believes in doing and are obsessed about providing our customers the best support experience possible.

The data science team is engaged in building intelligent solutions using AI and ML that help in resolving customer issues. The team is looking for a talented Data Scientist who has a track record of delivering highly reliable and scalable cloud services while collaborating with other teams.
Responsibilities
Perform exploratory analysis to understand trends and patterns in data
Build Machine learning models to understand customer query intent
Build NLP tools to process and analyze customer queries
Collaborate with engineering teams to bring experimental ML models to production
Qualifications
Job qualifications:
Bachelor’s degree in Predictive Analytics, Statistics, Mathematics, Engineering, Operations Research, Computer Science or related technical discipline.
Minimum of 2 years of work experience in data modeling using R, Python or similar statistical package.
Minimum of 1 year of experience in one or more of the following: generalized linear models, regression models, ensemble models, resampling methods, model validation and testing, dimensionality reduction, and clustering.

Preferred Qualifications:
Masters degree is preferred.
Proficiency in using statistical computing languages for data analysis.
Expertise in predictive modeling using both supervised and unsupervised learning techniques.
Experience in data transformation with SQL, statistical programming languages.
Demonstrated Exploratory Analysis and Visualization abilities.
Experience in Natural Language Processing (NLP) and text processing methods/models.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
Show Less",123486.0,10000+ Employees,Company - Public,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),0,4.4,1,0,0,1,0,1,data scientist,junior,359,47.0
219,219,UT Southwestern Medical Center,Data Scientist or Bioinformatician (remote),Remote,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.
At UTSW, there are great opportunities for scientists to collaborate with outstanding biomedical investigators and work on exciting research projects. UT Southwestern provides a friendly, dynamic, collaborative, and integrative research and training environment with state-of-the-art facilities.
Position Qualifications: Candidates should have a doctoral degree in either one of the following fields, including genetics/genomics, bioinformatics, computer science, biostatistics, computational biology or a related field. Programming skills in Python, Perl or R is preferred. Experience for deep learning is highly preferred for data scientist position.
Related websites:
QBRC: https://qbrc.swmed.edu/
Application Deadline: until filled
UT Southwestern Western Medical Center is an Affirmative Action/Equal Opportunity Employer. Women, minorities, veterans and individuals with disabilities are encouraged to apply.
Job Types: Full-time, Contract
Pay: $67,000.00 - $120,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Commission pay
Signing bonus
Education:
Doctorate (Preferred)
Experience:
Linux: 2 years (Preferred)
Work Location: Remote
Show Less",93500.0,10000+ Employees,Hospital,Healthcare,Health Care Services & Hospitals,1943.0,$1 to $5 billion (USD),0,4.0,1,0,0,0,0,1,data scientist,na,267,79.0
220,220,Net2Aspire,Jr. Data Scientist,Remote," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.
 Design, develop, evaluate, and release highly innovative models elevate the customer experience and track impact over time
Job Types: Full-time, Part-time, Contract
Salary: $65,000.00 - $80,000.00 per year
Benefits:
401(k)
Health insurance
Schedule:
8 hour shift
Monday to Friday
Experience:
Data science: 1 year (Required)
Machine learning: 1 year (Required)
Work Location: Remote
Show Less",72500.0,Unknown,Company - Public,,,,Unknown / Non-Applicable,0,,0,0,0,0,0,1,data scientist,junior,132,
